sampleID	isIncluded	subjectID	measurementID	perturbID	exptblock	intv	intv2
sample632	1	6	32.0	0	1	-1	-1
sample633	1	6	33.0	0	1	-1	-1
sample634	1	6	34.0	0	1	-1	-1
sample635	1	6	35.0	0	1	-1	-1
sample636	1	6	36.0	0	1	-1	-1
sample637	1	6	37.0	0	1	-1	-1
sample638	1	6	38.0	0	1	-1	-1
sample639	1	6	39.0	0	1	-1	-1
sample640	1	6	40.0	0	1	-1	-1
sample641	1	6	41.0	0	1	-1	-1
sample642	1	6	42.0	0	1	-1	-1
sample643	1	6	43.0	0	1	-1	-1
sample644	1	6	44.0	0	1	-1	-1
sample645	1	6	45.0	0	1	-1	-1
sample646	1	6	46.0	0	1	-1	-1
sample647	1	6	47.0	0	1	-1	-1
sample648	1	6	48.0	0	1	-1	-1
sample649	1	6	49.0	0	1	-1	-1
sample650	1	6	50.0	0	1	-1	-1
sample651	1	6	51.0	0	1	-1	-1
sample652	1	6	52.0	0	1	-1	-1
sample653	1	6	53.0	0	1	-1	-1
sample654	1	6	54.0	0	1	-1	-1
sample655	1	6	55.0	0	1	-1	-1
sample656	1	6	56.0	0	1	-1	-1
sample657	1	6	57.0	0	1	-1	-1
sample658	1	6	58.0	0	1	-1	-1
sample659	1	6	59.0	0	1	-1	-1
sample660	1	6	60.0	0	1	-1	-1
sample661	1	6	61.0	0	1	-1	-1
sample662	1	6	62.0	0	1	-1	-1
sample663	1	6	63.0	0	1	-1	-1
sample664	1	6	64.0	0	1	-1	-1
sample665	1	6	65.0	0	1	-1	-1
sample666	1	6	66.0	0	1	-1	-1
sample667	1	6	67.0	0	1	-1	-1
sample668	1	6	68.0	0	1	-1	-1
sample669	1	6	69.0	0	1	-1	-1
sample670	1	6	70.0	0	1	-1	-1
sample671	1	6	71.0	0	1	-1	-1
sample672	1	6	72.0	0	1	-1	-1
sample673	1	6	73.0	0	1	-1	-1
sample674	1	6	74.0	0	1	-1	-1
sample675	1	6	75.0	0	1	-1	-1
sample676	1	6	76.0	0	1	-1	-1
sample677	1	6	77.0	0	1	-1	-1
sample678	1	6	78.0	0	1	-1	-1
sample679	1	6	79.0	0	1	-1	-1
sample680	1	6	80.0	0	1	-1	-1
sample681	1	6	81.0	0	1	-1	-1
sample682	1	6	82.0	0	1	-1	-1
sample683	1	6	83.0	0	1	-1	-1
sample684	1	6	84.0	0	1	-1	-1
sample685	1	6	85.0	0	1	-1	-1
sample686	1	6	86.0	0	1	-1	-1
sample687	1	6	87.0	0	1	-1	-1
sample688	1	6	88.0	0	1	-1	-1
sample689	1	6	89.0	0	1	-1	-1
sample690	1	6	90.0	0	1	-1	-1
sample691	1	6	91.0	0	1	-1	-1
sample692	1	6	92.0	0	1	-1	-1
sample693	1	6	93.0	0	1	-1	-1
sample694	1	6	94.0	0	1	-1	-1
sample695	1	6	95.0	0	1	-1	-1
sample696	1	6	96.0	0	1	-1	-1
sample697	1	6	97.0	0	1	-1	-1
sample698	1	6	98.0	0	1	-1	-1
sample699	1	6	99.0	0	1	-1	-1
